frn,firm_name,obs_date,y,ch_number,status,status_date,n_permissions,client_money,business_type
304779,Premierline Limited,2022-01-01,0,04521167,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304779,Premierline Limited,2023-01-01,0,04521167,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304779,Premierline Limited,2024-01-01,0,04521167,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2016-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2017-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2018-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2019-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2020-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2021-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2022-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2023-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304782,Folgate Underwriting Agency Ltd,2024-01-01,0,02852425,Authorised,14/01/2005,7,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2016-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2017-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2018-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2019-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2020-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2021-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2022-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2023-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304783,Bell Insurance Brokers Limited,2024-01-01,0,04649697,Authorised,14/01/2005,11,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2016-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2017-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2018-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2019-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2020-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2021-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2022-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2023-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304788,Travel & General Insurance Services Limited,2024-01-01,0,02527363,Authorised,14/01/2005,7,Hold and control client money,Regulated
304793,Boyd & Company Limited,2016-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2017-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2018-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2019-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2020-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2021-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2022-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2023-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304793,Boyd & Company Limited,2024-01-01,0,SC161696,No longer authorised,18/02/2024,0,,Regulated
304808,Belmont Garage Ltd,2016-01-01,0,238426,No longer authorised,28/01/2022,0,,Regulated
304808,Belmont Garage Ltd,2017-01-01,0,238426,No longer authorised,28/01/2022,0,,Regulated
304808,Belmont Garage Ltd,2018-01-01,0,238426,No longer authorised,28/01/2022,0,,Regulated
304808,Belmont Garage Ltd,2019-01-01,0,238426,No longer authorised,28/01/2022,0,,Regulated
304808,Belmont Garage Ltd,2020-01-01,0,238426,No longer authorised,28/01/2022,0,,Regulated
304808,Belmont Garage Ltd,2021-01-01,0,238426,No longer authorised,28/01/2022,0,,Regulated
304808,Belmont Garage Ltd,2022-01-01,0,238426,No longer authorised,28/01/2022,0,,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2016-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2017-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2018-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2019-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2020-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2021-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2022-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2023-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304813,E.I.C. INSURANCE SERVICES LTD,2024-01-01,0,02331080,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304814,CMUTUAL Group Limited,2016-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2017-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2018-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2019-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2020-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2021-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2022-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2023-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304814,CMUTUAL Group Limited,2024-01-01,0,03571106,Authorised,14/01/2005,7,Hold and control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2016-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2017-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2018-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2019-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2020-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2021-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2022-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2023-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304815,BEAVER GARAGES (WEST SOMERSET) LIMITED,2024-01-01,0,04689967,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304823,Stride Limited,2016-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2017-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2018-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2019-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2020-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2021-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2022-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2023-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304823,Stride Limited,2024-01-01,0,01122247,No longer authorised,15/11/2024,0,,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2016-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2017-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2018-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2019-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2020-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2021-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2022-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2023-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304829,ATKINS SPECIAL RISKS LIMITED,2024-01-01,0,03115898,Authorised,14/01/2005,6,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2016-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2017-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2018-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2019-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2020-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2021-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2022-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2023-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304831,Kounnis Insuforce Limited,2024-01-01,0,04334060,Authorised,14/01/2005,9,Hold and control client money,Regulated
304832,One Broker (GDIS) Ltd,2016-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304832,One Broker (GDIS) Ltd,2017-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304832,One Broker (GDIS) Ltd,2018-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304832,One Broker (GDIS) Ltd,2019-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304832,One Broker (GDIS) Ltd,2020-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304832,One Broker (GDIS) Ltd,2021-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304832,One Broker (GDIS) Ltd,2022-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304832,One Broker (GDIS) Ltd,2023-01-01,0,04688453,No longer authorised,22/12/2023,0,,Regulated
304835,Graeme Blair (Insurance Brokers) Ltd,2016-01-01,0,02486060,No longer authorised,01/04/2021,0,,Regulated
304835,Graeme Blair (Insurance Brokers) Ltd,2017-01-01,0,02486060,No longer authorised,01/04/2021,0,,Regulated
304835,Graeme Blair (Insurance Brokers) Ltd,2018-01-01,0,02486060,No longer authorised,01/04/2021,0,,Regulated
304835,Graeme Blair (Insurance Brokers) Ltd,2019-01-01,0,02486060,No longer authorised,01/04/2021,0,,Regulated
304835,Graeme Blair (Insurance Brokers) Ltd,2020-01-01,0,02486060,No longer authorised,01/04/2021,0,,Regulated
304835,Graeme Blair (Insurance Brokers) Ltd,2021-01-01,0,02486060,No longer authorised,01/04/2021,0,,Regulated
304836,Westgate Motors Limited,2016-01-01,0,02180511,No longer authorised,15/11/2019,0,,Regulated
304836,Westgate Motors Limited,2017-01-01,0,02180511,No longer authorised,15/11/2019,0,,Regulated
304836,Westgate Motors Limited,2018-01-01,0,02180511,No longer authorised,15/11/2019,0,,Regulated
304836,Westgate Motors Limited,2019-01-01,0,02180511,No longer authorised,15/11/2019,0,,Regulated
304838,CALL ASSIST LIMITED,2016-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2017-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2018-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2019-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2020-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2021-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2022-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2023-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304838,CALL ASSIST LIMITED,2024-01-01,0,03668383,Authorised,14/01/2005,7,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2016-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2017-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2018-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2019-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2020-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2021-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2022-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2023-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304839,Brooks Braithwaite (Sussex) Limited,2024-01-01,0,01416900,Authorised,14/01/2005,6,Not hold and not control client money,Regulated
304840,Confidential Solutions Limited,2016-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2017-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2018-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2019-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2020-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2021-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2022-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2023-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304840,Confidential Solutions Limited,2024-01-01,0,04340708,Authorised,14/01/2005,7,Hold and control client money,Regulated
304854,Kingswood Mortgage Services Ltd,2016-01-01,0,04570898,No longer authorised,31/10/2017,0,,Regulated
304854,Kingswood Mortgage Services Ltd,2017-01-01,0,04570898,No longer authorised,31/10/2017,0,,Regulated
304855,Morrison Associates (NI) Limited,2016-01-01,0,NI046616,No longer authorised,30/11/2022,0,,Regulated
304855,Morrison Associates (NI) Limited,2017-01-01,0,NI046616,No longer authorised,30/11/2022,0,,Regulated
304855,Morrison Associates (NI) Limited,2018-01-01,0,NI046616,No longer authorised,30/11/2022,0,,Regulated
304855,Morrison Associates (NI) Limited,2019-01-01,0,NI046616,No longer authorised,30/11/2022,0,,Regulated
304855,Morrison Associates (NI) Limited,2020-01-01,0,NI046616,No longer authorised,30/11/2022,0,,Regulated
304855,Morrison Associates (NI) Limited,2021-01-01,0,NI046616,No longer authorised,30/11/2022,0,,Regulated
304855,Morrison Associates (NI) Limited,2022-01-01,0,NI046616,No longer authorised,30/11/2022,0,,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2016-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2017-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2018-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2019-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2020-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2021-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2022-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2023-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304858,D.W. MOORE (FAKENHAM) LIMITED,2024-01-01,0,01291294,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2016-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2017-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2018-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2019-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2020-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2021-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2022-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2023-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304860,"THOMAS, CARROLL (BROKERS) LIMITED",2024-01-01,0,04062827,Authorised,14/01/2005,7,Hold and control client money,Regulated
304862,Millard Insurance Services Ltd,2016-01-01,0,04547385,No longer authorised,20/05/2021,0,,Regulated
304862,Millard Insurance Services Ltd,2017-01-01,0,04547385,No longer authorised,20/05/2021,0,,Regulated
304862,Millard Insurance Services Ltd,2018-01-01,0,04547385,No longer authorised,20/05/2021,0,,Regulated
304862,Millard Insurance Services Ltd,2019-01-01,0,04547385,No longer authorised,20/05/2021,0,,Regulated
304862,Millard Insurance Services Ltd,2020-01-01,0,04547385,No longer authorised,20/05/2021,0,,Regulated
304862,Millard Insurance Services Ltd,2021-01-01,0,04547385,No longer authorised,20/05/2021,0,,Regulated
304863,Secure Trade Credit Ltd,2016-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304863,Secure Trade Credit Ltd,2017-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304863,Secure Trade Credit Ltd,2018-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304863,Secure Trade Credit Ltd,2019-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304863,Secure Trade Credit Ltd,2020-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304863,Secure Trade Credit Ltd,2021-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304863,Secure Trade Credit Ltd,2022-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304863,Secure Trade Credit Ltd,2023-01-01,0,04072503,No longer authorised,03/07/2023,0,,Regulated
304864,Plaice Thompson & Richardson Ltd,2016-01-01,0,03042523,No longer authorised,25/03/2020,0,,Regulated
304864,Plaice Thompson & Richardson Ltd,2017-01-01,0,03042523,No longer authorised,25/03/2020,0,,Regulated
304864,Plaice Thompson & Richardson Ltd,2018-01-01,0,03042523,No longer authorised,25/03/2020,0,,Regulated
304864,Plaice Thompson & Richardson Ltd,2019-01-01,0,03042523,No longer authorised,25/03/2020,0,,Regulated
304864,Plaice Thompson & Richardson Ltd,2020-01-01,0,03042523,No longer authorised,25/03/2020,0,,Regulated
304866,R & M Insurance Agents Ltd,2016-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2017-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2018-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2019-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2020-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2021-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2022-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2023-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304866,R & M Insurance Agents Ltd,2024-01-01,0,02729604,No longer authorised,22/02/2024,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2016-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2017-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2018-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2019-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2020-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2021-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2022-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2023-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304867,Madoc & Rhodes (Lea Village) Ltd,2024-01-01,0,03152488,No longer authorised,18/06/2025,0,,Regulated
304868,C.C. Flint and Company Limited,2016-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2017-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2018-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2019-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2020-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2021-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2022-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2023-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304868,C.C. Flint and Company Limited,2024-01-01,0,01639696,Authorised,14/01/2005,8,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2016-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2017-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2018-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2019-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2020-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2021-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2022-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2023-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304872,ROMERO INSURANCE BROKERS LIMITED,2024-01-01,0,03362483,Authorised,14/01/2005,9,Hold and control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2016-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2017-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2018-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2019-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2020-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2021-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2022-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2023-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304873,James Trickett & Son (Insurances) Limited,2024-01-01,0,00587444,Authorised,14/01/2005,8,Not hold and not control client money,Regulated
304875,Club Insure Limited,2016-01-01,0,03535054,Authorised,14/01/2005,9,Hold and control client money,Regulated
304875,Club Insure Limited,2017-01-01,0,03535054,Authorised,14/01/2005,9,Hold and control client money,Regulated
304875,Club Insure Limited,2018-01-01,0,03535054,Authorised,14/01/2005,9,Hold and control client money,Regulated
304875,Club Insure Limited,2019-01-01,0,03535054,Authorised,14/01/2005,9,Hold and control client money,Regulated
